Model Index,A2_PC1,A2_PC2,U2_PC1,U2_PC2,S11_PC1,S11_PC2,damage_type,severity_level
67,-10.9584145414351,-9.58842003805411,-18.7201825611517,53.8829104103401,33.9606886283345,-30.3212100834499,1,1
68,-19.7326546207305,-12.5929804387686,-8.86103196728845,-33.5555133462849,-19.763851212821,-29.7017837371203,1,1
69,-19.7326546207305,-12.5929804387686,-8.86103196728845,-33.5555133462849,-19.763851212821,-29.7017837371203,1,1
70,-45.6549977843417,-11.3558168871249,-40.3072434129853,-57.5249259876973,-13.1152083531262,-43.6531701433067,1,1
71,-40.8016470996599,-10.9747431598447,-40.4680825004792,-60.1558482570365,-27.9645188716618,39.21411586264,1,1
72,-11.910969820916,-11.7623877080679,-8.67842995795408,-37.2030238209897,-26.9599251316961,19.9263008303691,1,1
73,-21.5325589518654,-10.1632258665793,-13.1655086048723,47.5624348903685,-22.3275354685557,-20.7294501956343,1,1
74,-43.1802251304969,-8.87142815032596,-47.7844785226178,71.232377228679,-20.6065463844811,33.6560540669271,1,1
75,-4.19917895402721,-11.8672739402256,7.47023854508411,2.26817600280188,28.1130195241735,-28.47742562917,1,1
76,-2.617417946935,-12.1345694762528,7.13503778493983,4.42050495943393,28.5602793734668,0.526567531652217,1,1
77,-20.324096934466,-12.5448527068535,-11.3319130582748,22.0933173005123,-25.82901481135,-27.0246339746726,1,1
78,-24.3351978681834,-12.547498758967,-11.8548987162286,17.8929267235274,-27.8563151529945,22.9415423724486,1,1
79,-47.5706912500579,-10.9151112889881,-40.7222206435267,-37.8322111755079,-4.92384946646914,-87.9207053940555,1,1
80,-47.5706912500579,-10.9151112889881,-40.7222206435267,-37.8322111755079,-4.92384946646914,-87.9207053940555,1,1
81,8.7390059522207,28.7742932978965,9.15102504665987,35.6512574782228,-29.807091230564,-17.1788615663865,1,1
82,8.78348115175171,28.7720625767601,9.15096827471196,35.6513212103261,-29.8071526622679,-17.1788322802446,1,1
83,8.7428815575322,28.954572938685,9.15326342903421,35.6071440300031,-29.8101502576249,-17.1408055089763,1,1
84,8.25442031300874,28.4314587477859,9.1623682675843,35.6088800990389,-29.8443922495653,-17.1375518025837,1,1
85,12.0333456147356,-11.8265943164062,11.3894252278992,-20.3634263725201,-18.9602551079325,-24.4939441535383,1,1
86,12.0268779241055,-11.7999081306068,11.3991099185771,-20.351078932696,-19.2446521221163,-25.0547514987128,1,1
87,12.0348248450652,-11.8035943200665,11.3971481939228,-20.3363620916088,-19.2535585584994,-24.9770471323121,1,1
88,12.0377683451627,-11.8286581995131,11.3855404463564,-20.3188838147297,-18.9651308069172,-24.4032911604562,1,1
89,25.9800444004766,28.8585722495605,28.7819439374567,-3.60324473223765,17.8455712058253,28.776001944288,1,1
90,23.4041372399222,29.9196745035584,28.1177171225787,15.8074979648275,24.0360852274664,-18.6423574965285,1,1
91,26.96007357289,-10.2414487578969,27.6689021971797,15.4119165637407,28.8410927179612,-22.8399184965264,1,1
92,26.9674526407526,-10.2691775660125,27.6590855389769,15.3994676503093,29.1275519837406,-22.2753535932858,1,1
93,5.25416752176942,28.4394595906709,11.7963240428361,-20.8920323902823,-32.6757741320848,29.8764053740261,1,1
94,5.25831412663228,28.2661177294441,11.7937280390474,-20.8463245011428,-32.6729705431006,29.8354731379527,1,1
95,5.30419341467008,28.4387257501056,11.796267372062,-20.8921262110159,-32.6757748381551,29.8764833757119,1,1
96,5.30246135874442,28.2653704509742,11.7936687246757,-20.8462592858351,-32.6730399540931,29.8355215855824,1,1
97,7.90488456961026,-11.7335545899228,11.322901363601,-21.3035372314735,-27.7067084007479,19.1302776558796,1,1
98,7.9290051716965,-11.6998652080639,11.3350123623946,-21.3146309246183,-27.9993654261151,19.7655993492008,1,1
99,7.89625634599056,-11.7340389111312,11.3232394314494,-21.2850420281125,-27.7389430837635,19.215726192953,1,1
100,7.89625634599056,-11.7340389111312,11.3232394314494,-21.2850420281125,-27.7389430837635,19.215726192953,1,1
101,7.92506484168531,-11.6987241542515,11.333476154966,-21.2699951349867,-28.0118893420708,19.8292301192005,1,1
102,4.25241621545187,27.479030500637,11.6705493042149,-21.7500758116031,-33.6203390789705,19.9480494190491,1,1
103,4.36024923047954,27.4808756420158,11.6704108484532,-21.7501839919951,-33.6208151937573,19.9481135459331,1,1
104,4.36024923047954,27.4808756420158,11.6704108484532,-21.7501839919951,-33.6208151937573,19.9481135459331,1,1
105,3.7226359044986,27.1080502870804,11.679595322963,-21.8075351894773,-33.6743109773127,20.0228059965208,1,1
106,4.3571405021632,27.6475512699853,11.6721854872062,-21.8023074026128,-33.6270719474566,19.9876597260005,1,1
107,29.1643915081529,-10.7518799945544,28.3290247908121,-3.99131284325901,22.5005938153369,24.4207198217778,1,1
108,29.1731435868513,-10.7932453698754,28.3191382943776,-4.00386786471519,22.7905282328926,24.9867613318245,1,1
109,29.1780894406146,-10.7971631207519,28.3158089032115,-3.95862560459893,22.7831507583193,25.055765623161,1,1
110,29.1722351384079,-10.758894236613,28.3273821101799,-3.97620485193031,22.4916947364542,24.4881106856725,1,1
111,25.9800444004766,28.8585722495605,28.7819439374567,-3.60324473223765,17.8455712058253,28.776001944288,1,1
112,28.941086453036,-10.6878399244409,28.3148292850721,-4.01703897951038,22.8034449788584,18.2592475672487,1,1
1,-7.96986141522376,1.62091548571145,-19.0879283806279,7.07212947361986,-38.2849753567986,-54.9056631504072,1,2
2,26.1242131290176,0.185019809266723,15.9712830786303,5.77372871262466,44.7907136768735,29.0913530565177,1,2
3,22.1645373036267,0.404530666338438,15.983915983831,6.06900181020377,49.5683300382036,-37.7950951200228,1,2
4,-15.9884427995558,2.46987973188467,-19.4574133533561,1.95606866912388,-48.7354411185977,58.4527571434773,1,2
5,9.57784878094135,0.944792504403635,0.280979718446816,-31.8672350787872,2.80358798079823,-6.61930599598893,1,2
6,3.11603413818965,2.69644194352135,-0.234107186486475,-30.3919336005526,0.132390446692683,14.7902969877517,1,2
7,9.07175455323154,0.0359650737465534,-3.43468062676749,44.7131437688462,3.71128741158378,-19.2060237853607,1,2
8,2.02492331163579,1.08058434149885,-3.28306960861837,38.4118757353671,0.713811554318571,5.87572663516,1,2
9,20.700795578192,-0.111457259228748,22.2534120452835,7.38693140876271,-5.92582936778313,-3.98656236249934,1,2
10,28.1914227760548,-0.417729519179593,29.4455114895977,7.3296274900081,-1.00474063056016,-7.76978416721288,1,2
11,30.840192720162,-0.542198348353584,29.9131779632464,7.04328836465899,19.9005545534018,-1.93752883348473,1,2
12,26.7677467086417,-0.305034332828422,29.435644798983,6.87124050933933,-2.39836721397784,4.49816171355601,1,2
13,18.6570317181487,0.0971900966055929,22.2596977861907,7.3151508969362,-6.50835605025756,2.65340062865268,1,2
14,-12.2731842146707,1.70151975941185,-19.3653418155983,2.8939909912706,-40.8523146791741,2.28535610423066,1,2
15,-11.7787489422037,2.42151316871186,-19.1015531308643,6.13847497900314,-46.1124092099458,1.25785390346131,1,2
16,24.0939005559228,0.303304376062965,16.4625440163334,3.66130325458329,44.3436960068488,-3.02995896128195,1,2
17,24.1800540143215,0.292409887774838,15.5330264308957,8.18444615254257,49.9280723056888,-5.66983235186255,1,2
18,19.8459562952458,0.32852514399167,23.1257990649972,-7.68205466955396,-6.272035123768,-0.899852166337005,1,2
19,27.545411554054,-0.239386814155779,29.8362138467141,-1.79817728434211,-1.31612490321315,0.511584325000011,1,2
20,28.7523944502893,-0.491640054572093,29.5999215876991,7.25971694200181,7.26700723614207,2.83931929592902,1,2
21,27.1309426573996,-0.176925039761275,22.3975087692516,12.5215800975603,25.2109448353016,4.41824496600694,1,2
