Model_Index,mean_A2,std_A2,var_A2,median_A2,skew_A2,damage_type,severity_level,mean_S11,std_S11,var_S11,median_S11,skew_S11,mean_U2,std_U2,var_U2,median_U2,skew_U2
39,-0.0007736581463892,0.335424023649652,0.1125092756413223,0.0,-1.0732348770325109,0,3,1869317.6543754188,15121643.664337724,228664107111205.2,171537.8,0.01003546149563,-0.0001455080483731,0.000747873396695,5.593146174841296e-07,-0.0002106021129293,1.6889238569073668
40,-0.0007736581199888,0.3354240238285282,0.112509275761321,0.0,-1.073234867553785,0,3,1869317.6550763296,15121643.663800295,228664107094951.6,171537.8,0.0100354614539776,-0.0001455080483895,0.0007478733966712,5.593146174486184e-07,-0.0002106021129293,1.6889238570015428
41,-0.0015900097526293,0.3067346970755337,0.0940861743900194,0.0,-1.4118823922122747,0,3,1869235.626502007,15125771.322489925,228788958100258.53,154291.695,0.0097749983408926,-0.0001502517615045,0.000743963489991,5.534816744396795e-07,-0.000211693055462,1.7067229469432503
42,-0.0015900097164869,0.3067346970091195,0.0940861743492763,0.0,-1.411882392317456,0,3,1869235.6263539493,15125771.322651284,228788958105140.0,154291.695,0.0097749983361367,-0.0001502517615045,0.000743963489991,5.534816744396784e-07,-0.000211693055462,1.706722946943255
43,-0.0016710164653232,0.3161208255987205,0.0999323763772167,0.0,-1.4142326808025298,0,3,1870340.387916168,15121201.482275384,228650734267567.28,163788.96000000002,0.0104229057833783,-0.0001848957381554,0.0006766620780143,4.5787156782267734e-07,-0.0002198171569034,1.6177405469143888
44,-0.001671016478257,0.3161208255153245,0.0999323763244902,0.0,-1.4142326797882054,0,3,1870340.3882762252,15121201.482120318,228650734262877.7,163788.96000000002,0.0104229057269022,-0.0001848957380741,0.0006766620782658,4.578715681630901e-07,-0.0002198171569034,1.6177405486378256
45,-0.0015783018895387,0.3059504793414092,0.093605695809238,0.0,-1.408828606080174,0,3,1868954.029021236,15148475.26391795,229476302821534.03,153555.55,0.0078960690049348,-0.0001498997581976,0.0007442582048264,5.53920275451431e-07,-0.000211496691918,1.704461079659532
46,-0.0015783019152679,0.3059504791942057,0.0936056957191641,0.0,-1.4088286130883023,0,3,1868954.0294494769,15148475.26352207,229476302809540.03,153555.55,0.0078960689902067,-0.0001498997581973,0.0007442582048264,5.539202754515276e-07,-0.000211496691918,1.704461079657895
47,-0.0015693977399619,0.3060843786212581,0.0936876468359616,0.0,-1.4093127595628991,0,3,1867731.3390633075,15172959.487274451,230218699602471.75,154913.18,0.0076112541726924,-0.0001497675388874,0.0007449206699814,5.549068045656489e-07,-0.0002112163056153,1.7009421005867995
48,-0.0015693977337591,0.3060843786215332,0.0936876468361301,0.0,-1.4093127596038588,0,3,1867731.3385100171,15172959.487965384,230218699623438.75,154913.18,0.0076112542874191,-0.0001497675388855,0.0007449206699825,5.549068045672565e-07,-0.0002112163056153,1.7009421005740593
49,-0.001569419005358,0.3060856388618164,0.0936884183174462,0.0,-1.4092996990481774,0,3,1867732.8487838048,15172960.569641152,230218732447885.2,155066.84,0.0076166738025195,-0.0001497679479685,0.0007449199796684,5.549057761093143e-07,-0.0002112395159201,1.7009401329564064
50,-0.00156941901832,0.3060856388693618,0.0936884183220654,0.0,-1.4092996988702624,0,3,1867732.848614,15172960.569782237,230218732452166.5,155066.84,0.0076166738173361,-0.0001497679479711,0.0007449199796677,5.549057761082106e-07,-0.0002112395159201,1.7009401329710714
51,-0.0015782755586148,0.3059538503732076,0.093607758558191,0.0,-1.4087624334543227,0,3,1868958.9586646373,15148456.00936334,229475719467616.3,153491.22999999998,0.007891764777002,-0.0001499025831257,0.0007442589748109,5.539214215866104e-07,-0.000211389735341,1.704438034720229
52,-0.0015782755589179,0.3059538501379529,0.0936077584142369,0.0,-1.4087624405101853,0,3,1868958.9592434624,15148456.008874916,229475719452818.56,153491.22999999998,0.0078917647497783,-0.0001499025831257,0.0007442589748109,5.539214215866114e-07,-0.000211389735341,1.7044380347202237
53,-0.0015869377899109,0.3061262259252982,0.0937132661992667,0.0,-1.4066979597936404,0,3,1869219.144367048,15125720.52945938,228787421535308.9,152983.35499999998,0.0097556668743276,-0.0001502643770006,0.0007439652822665,5.534843412179302e-07,-0.0002118589472956,1.706630105645172
54,-0.001586937805363,0.3061262258847703,0.0937132661744534,0.0,-1.4066979610352548,0,3,1869219.1447307768,15125720.529182889,228787421526944.62,152983.35499999998,0.0097556668487361,-0.0001502643769995,0.0007439652822668,5.534843412183893e-07,-0.0002118589472956,1.7066301056390003
55,-0.0016681597763984,0.3152022175569351,0.0993524379528095,0.0,-1.4105129991898508,0,3,1870326.391987114,15121206.139066398,228650875100139.3,163421.01,0.0104253299748756,-0.0001849074972956,0.000676613334959,4.5780560504437154e-07,-0.0002198337460868,1.616947296813665
56,-0.0016681597203169,0.3152022177915113,0.0993524381006873,0.0,-1.410512990107914,0,3,1870326.3918476675,15121206.139182469,228650875103649.6,163421.01,0.010425329985748,-0.000184907497509,0.0006766133342717,4.578056041142985e-07,-0.0002198337460868,1.6169472897587978
57,-0.0007710223699542,0.3354564813697769,0.1125310508929915,0.0,-1.072696599226865,0,3,1869318.002274314,15121643.323019871,228664096788631.47,172643.21,0.0100354058364344,-0.0001455094889366,0.0007478647042119,5.593016158060343e-07,-0.0002106169413309,1.6888000478967975
58,-0.0007710223769508,0.3354564813712689,0.1125310508939924,0.0,-1.0726965991564812,0,3,1869318.00230422,15121643.322970515,228664096787138.8,172643.21,0.0100354058390924,-0.0001455094889391,0.0007478647042112,5.593016158049157e-07,-0.0002106169413309,1.688800047910802
59,-0.0015728409752693,0.3061532650799622,0.0937298217191216,0.0,-1.411893576017104,0,3,1868955.8974568967,15122319.252589343,228684539577234.28,154177.515,0.0101031484979385,-0.000148060576322,0.0007434302061705,5.52688471446811e-07,-0.0002106540923705,1.7208413512365273
60,-0.001572840966548,0.3061532653633687,0.0937298218926532,0.0,-1.411893572211348,0,3,1868955.8979601928,15122319.251915932,228684539556867.25,154177.515,0.010103148545485,-0.0001480605763222,0.0007434302061705,5.526884714467439e-07,-0.0002106540923705,1.7208413512376326
61,-0.0015733076945881,0.3058602593673701,0.0935504982602749,0.0,-1.409691762580891,0,3,1869022.134575397,15121699.015081163,228665781102706.7,155748.565,0.0100169626391661,-0.0001490386865273,0.000743580771254,5.529123633788107e-07,-0.0002115670795319,1.7166899582378443
62,-0.0015733076930816,0.3058602594194091,0.0935504982921082,0.0,-1.4096917609920625,0,3,1869022.1347545867,15121699.01474969,228665781092681.72,155748.565,0.0100169626603673,-0.0001490386865273,0.000743580771254,5.529123633788111e-07,-0.0002115670795319,1.7166899582378514
63,-0.001564915191541,0.3063691599024583,0.093862062139338,0.0,-1.4139358192410258,0,3,1868969.4223881,15121964.066519264,228673797229099.84,156102.865,0.0100758028525679,-0.0001471328164646,0.000743354866182,5.525764570765792e-07,-0.0002098842378472,1.7253711322198393
64,-0.0015651688688907,0.3063711593847321,0.0938632873027449,0.0,-1.4139333851140634,0,3,1868968.5269944076,15121956.609841991,228673571709944.0,154480.365,0.0100761088303432,-0.0001471333652491,0.0007433528893407,5.525735180911998e-07,-0.0002098842669511,1.7253523372522668
65,-0.0009052607480725,0.3019339309766072,0.0911640986749866,0.0,-1.2464218354161871,0,3,1869080.2748756537,15121824.183000306,228669566621572.88,157576.16,0.010080882527725,-0.0001473478426244,0.00074253318643,5.513555329499531e-07,-0.0002099257544614,1.717203964397692
66,-0.000905836706055,0.3019220809771695,0.0911569429815845,0.0,-1.2472780734503033,0,3,1869080.3608028784,15121824.188788198,228669566796619.8,158041.74,0.0100808230312153,-0.0001473470921041,0.0007425375158822,5.513619624925581e-07,-0.0002099240227835,1.7172611085356564
67,-0.0015650183027246,0.3063735262466385,0.0938647375847997,0.0,-1.4139228341835566,0,3,1868964.774968892,15123572.71914204,228722451791177.3,159574.73,0.0099913779304276,-0.0001471311284758,0.0007433714043023,5.526010447344123e-07,-0.0002098840341204,1.7253273697718274
68,-0.0015652205080581,0.30637553692095,0.0938659696236004,0.0,-1.4139196275964,0,3,1868963.9799495845,15123565.477082375,228722232739597.9,159182.46000000002,0.0099916991584168,-0.0001471310228668,0.0007433714925243,5.526011758978923e-07,-0.0002098841796396,1.7253241079617292
69,-0.0009906190181449,0.3022986188017523,0.0913844549294471,0.0,-1.265718981625075,0,3,1869048.875666074,15121836.534581378,228669940178600.16,158356.38,0.0100801201261019,-0.0001475192417088,0.000742556922183,5.513907826820073e-07,-0.0002099310513585,1.7217690611825736
70,-0.0009905160111205,0.3022852479771304,0.0913763711445952,0.0,-1.2663302261854403,0,3,1869048.908434204,15121836.602149656,228669942222113.03,158234.83500000002,0.0100801276229714,-0.0001475187830585,0.0007425609637267,5.513967848507481e-07,-0.0002099293051287,1.721831177624433
71,-0.0015651259909087,0.3063884697380671,0.0938738943884344,0.0,-1.4136911145768312,0,3,1868912.135831096,15142825.57382451,229305166359273.6,159567.42,0.0090178472994146,-0.0001471729835823,0.00074349380834,5.527830430400392e-07,-0.0002098807017318,1.7228484462403135
72,-0.001565296031931,0.3063901599428177,0.0938749301097854,0.0,-1.4136883220418166,0,3,1868911.216639048,15142819.610950368,229304985769783.03,159544.62,0.0090178966767313,-0.0001471728676973,0.0007434939629271,5.527832729090996e-07,-0.0002098824188578,1.7228462602614485
73,-0.0015668022441891,0.3064734914638601,0.0939260009700487,0.0,-1.411676792764894,0,3,1868541.6008872828,15190698.920119729,230757333681726.62,159019.77,0.0318397001660329,-0.0001476721412944,0.0007444794498063,5.542496511839293e-07,-0.0002100005949614,1.7040073454065945
74,-0.0015668724659282,0.3064743651064969,0.0939265364674303,0.0,-1.411670444729474,0,3,1868541.2433826835,15190697.022122888,230757276017933.2,159273.01,0.0318404022061634,-0.0001476721077594,0.0007444794862179,5.542497053992915e-07,-0.0002100022975355,1.704006131015592
75,-0.0015624950616933,0.3068230270935094,0.0941403699548244,0.0,-1.4066102665802211,0,3,1867030.4634660624,14828407.83320724,219881678867921.84,160344.315,0.0327362812880265,-0.0001490401541857,0.0007478839979573,5.593304744006844e-07,-0.0002098455152008,1.650304230966847
76,-0.0015624950602122,0.3068230270912016,0.0941403699534082,0.0,-1.4066102666126388,0,3,1867030.463214713,14828407.83347231,219881678875782.9,160344.315,0.032736281280938,-0.0001490401541857,0.0007478839979573,5.593304744006835e-07,-0.0002098455152008,1.650304230966841
77,-0.0015700037081691,0.3065917176418488,0.0939984813265791,0.0,-1.4098421343215546,0,3,1871123.93628896,15174502.27633326,230265519334443.25,158444.63,-0.0064287722906577,-0.0001478879837132,0.000745234733622,5.553748081967276e-07,-0.0002099831035593,1.6868074814481786
78,-0.0015700036302079,0.3065917181387075,0.0939984816312446,0.0,-1.4098421033524948,0,3,1871123.937047672,15174502.275694955,230265519315071.38,158444.63,-0.006428772336379,-0.0001478879837132,0.000745234733622,5.553748081967282e-07,-0.0002099831035593,1.686807481448171
79,-0.0015699929897332,0.3065917149266734,0.0939984796616785,0.0,-1.409836170704648,0,3,1871124.0235924772,15174502.367071692,230265522088264.4,158184.21,-0.0064298929899118,-0.00014788800527,0.0007452346755347,5.553747216193971e-07,-0.0002100043639075,1.6868074868591827
80,-0.0015699929937599,0.3065917149307017,0.0939984796641486,0.0,-1.409836170593039,0,3,1871124.0240160408,15174502.366621103,230265522074589.5,158184.21,-0.0064298929865744,-0.0001478880052657,0.0007452346755365,5.553747216221014e-07,-0.0002100043639075,1.6868074868326377
1,-0.0015864397401077,0.3062527908227141,0.0937907718867011,0.0,-1.4105915045841717,0,4,1868963.0003485973,15122199.459545458,228680916494276.9,154692.36,0.0100593039338904,-0.0001488220410203,0.0007438497390403,5.533124342703769e-07,-0.0002102062571793,1.7124039264349291
2,-0.0015864397275748,0.306252790785595,0.0937907718639654,0.0,-1.4105915044322743,0,4,1868963.0000018596,15122199.459777627,228680916501298.75,154692.36,0.0100593039706646,-0.0001488220410206,0.0007438497390402,5.533124342702867e-07,-0.0002102062571793,1.7124039264363975
3,-0.0015400562408421,0.3070643617468704,0.0942885222550128,0.0,-1.4008862815378866,0,4,1868221.4565701007,15125581.643489547,228783220053868.0,156332.38,0.0115532580470593,-0.0001477480074059,0.0007436639127426,5.530360151156987e-07,-0.0002098840341204,1.7181444203272818
4,-0.0015400562654279,0.3070643617448884,0.0942885222537956,0.0,-1.4008862816452825,0,4,1868221.456282802,15125581.64355298,228783220055786.9,156332.38,0.0115532580359043,-0.0001477480074059,0.0007436639127426,5.530360151156988e-07,-0.0002098840341204,1.7181444203272818
5,-0.0015595812151182,0.3063641457413559,0.0938589897958308,0.0,-1.4134145868342851,0,4,1868195.6110836563,15125592.388511714,228783545103403.5,157491.25,0.0115559694375479,-0.000147735810799,0.0007436955934062,5.530831356518431e-07,-0.0002099192643072,1.718195424872205
6,-0.0015595811939007,0.3063641457707151,0.0938589898138199,0.0,-1.4134145855175386,0,4,1868195.611222456,15125592.38848072,228783545102465.9,157491.25,0.0115559694093779,-0.0001477358107946,0.0007436955933983,5.530831356401075e-07,-0.0002099192643072,1.7181954247213145
7,-0.0015863560226282,0.3062473162078301,0.0937874186844986,0.0,-1.4106406717287605,0,4,1868963.0056120348,15122199.890044076,228680929514449.03,154581.745,0.010059641782377,-0.0001488220778164,0.0007438492184921,5.533116598513467e-07,-0.0002101013669744,1.7124066908209945
8,-0.0015863560022313,0.3062473161944671,0.0937874186763139,0.0,-1.4106406711327333,0,4,1868963.0053397608,15122199.89022522,228680929519927.7,154581.745,0.0100596418130783,-0.0001488220778143,0.0007438492184927,5.533116598522854e-07,-0.0002101013669744,1.7124066908085582
9,-0.0015669859811573,0.3063015903719661,0.0938206642643957,0.0,-1.413190433342988,0,4,1868999.758377344,15121826.82242258,228669646447338.9,157766.275,0.0100348130711183,-0.0001476246161976,0.0007434321052325,5.526912950905686e-07,-0.0002104347222484,1.7223656766176414
10,-0.0015669859826139,0.3063015903805216,0.0938206642696368,0.0,-1.41319043318534,0,4,1868999.7587484135,15121826.822256278,228669646442309.44,157766.275,0.0100348130103536,-0.0001476246161951,0.0007434321052334,5.526912950918263e-07,-0.0002104347222484,1.7223656766027808
11,-0.0015662522188786,0.3063864738268097,0.0938726713440263,0.0,-1.4137579167995966,0,4,1868890.3217947383,15121875.204380875,228671109696869.2,157789.655,0.0100400571815152,-0.0001474457442169,0.0007434953238843,5.52785296637876e-07,-0.0002101578284054,1.7227350351312394
12,-0.0015662522535126,0.3063864739538128,0.0938726714218504,0.0,-1.4137579190755163,0,4,1868890.3225203436,15121875.203793067,228671109679091.6,157789.655,0.0100400571421129,-0.0001474457442169,0.0007434953238843,5.527852966378767e-07,-0.0002101578284054,1.7227350351312334
13,-0.0015641074012254,0.3063713032884984,0.093863375478693,0.0,-1.4135308379043292,0,4,1868493.1482669408,15125617.36230247,228784300590785.9,158335.22499999998,0.0116980231811599,-0.0001475513668127,0.0007437535150911,5.531692912104875e-07,-0.000209885489312,1.720548884841129
14,-0.0015641074243069,0.3063713031337579,0.093863375383877,0.0,-1.4135308451875734,0,4,1868493.1488567565,15125617.36200948,228784300581922.6,158335.22499999998,0.0116980231972321,-0.0001475513668217,0.0007437535150855,5.531692912020393e-07,-0.000209885489312,1.7205488849020718
15,-0.0015662487218411,0.3063861548067103,0.0938724758572414,0.0,-1.4137662583542423,0,4,1868890.3142845123,15121875.257353712,228671111298966.4,157877.78,0.0100400683959514,-0.0001474457442777,0.0007434953490169,5.527853340097856e-07,-0.0002101356803905,1.7227359548881305
16,-0.0015662487030951,0.306386154702932,0.093872475793649,0.0,-1.413766256126428,0,4,1868890.3139479863,15121875.25771681,228671111309947.88,157877.78,0.0100400683903767,-0.0001474457442754,0.0007434953490175,5.527853340107662e-07,-0.0002101356803905,1.7227359548749357
17,-0.001566969935511,0.3062999928365691,0.0938196856116823,0.0,-1.4132118959215336,0,4,1868999.7564405147,15121826.871279664,228669647924955.7,157932.62,0.0100348655118101,-0.0001476246139362,0.0007434320830102,5.526912620489754e-07,-0.0002104098675772,1.7223659497127548
18,-0.0015669699525405,0.3062999928404294,0.0938196856140471,0.0,-1.4132118957217932,0,4,1868999.7571265493,15121826.870532865,228669647902369.72,157932.62,0.0100348655252784,-0.0001476246139733,0.0007434320829238,5.526912619204312e-07,-0.0002104098675772,1.7223659496171666
19,-0.0006253519422093,0.3028093858278863,0.0916935241454617,0.0,-1.1521487871049825,0,4,1869167.7428462857,15121778.885122877,228668196650548.1,156129.275,0.0100752782955958,-0.0001475402507296,0.0007418082960082,5.502795480267078e-07,-0.0002099435514537,1.710156833943392
20,-0.00062535194457,0.3028093858094013,0.0916935241342668,0.0,-1.1521487873936018,0,4,1869167.742362832,15121778.885637598,228668196666115.1,156129.275,0.0100752783018389,-0.0001475402507274,0.0007418082960089,5.502795480276837e-07,-0.0002099435514537,1.7101568339308055
21,-0.0006130231241877,0.3025388498336634,0.0915297556586759,0.0,-1.1466398056097693,0,4,1869168.1518555756,15121779.16195926,228668205023065.3,156402.755,0.0100754907765766,-0.000147538372853,0.0007418115124624,5.502843200218879e-07,-0.0002099435660056,1.7101359997842478
22,-0.0006130231193123,0.3025388498307889,0.0915297556569366,0.0,-1.1466398056698086,0,4,1869168.152639593,15121779.16116065,228668204998912.47,156402.755,0.010075490780061,-0.0001475383728568,0.0007418115124607,5.502843200193591e-07,-0.0002099435660056,1.7101359998085068
23,-0.0015662461522459,0.3063611744181079,0.0938571691908423,0.0,-1.4139456732329738,0,4,1868977.6359405797,15121888.31522385,228671506218103.6,158356.07,0.0100786764395825,-0.0001471481079776,0.0007433184311763,5.525222901264858e-07,-0.0002098847035085,1.7252074795802508
24,-0.0015662461148592,0.3063611742754937,0.0938571691034594,0.0,-1.4139456702161466,0,4,1868977.6369846936,15121888.314471992,228671506195364.6,158356.07,0.0100786763234672,-0.0001471481079776,0.0007433184311763,5.52522290126487e-07,-0.0002098847035085,1.7252074795802317
25,-0.0015662461703572,0.3063611871653762,0.0938571770013786,0.0,-1.4139453480792494,0,4,1868977.6347061184,15121888.315820929,228671506236161.47,158356.07,0.0100786771693639,-0.0001471480973711,0.0007433184471396,5.525223138581164e-07,-0.0002098847035085,1.7252074493537382
26,-0.0015662461856181,0.3063611871764876,0.0938571770081868,0.0,-1.4139453478087192,0,4,1868977.6340168363,15121888.316412864,228671506254063.9,158356.07,0.0100786771992357,-0.0001471480973711,0.0007433184471396,5.525223138581172e-07,-0.0002098847035085,1.7252074493537377
27,-0.0015662399439041,0.3063611915983921,0.0938571797175867,0.0,-1.4139451092612851,0,4,1868977.635044168,15121888.322575564,228671506440447.25,158356.07,0.0100786731523209,-0.0001471481101402,0.0007433184269656,5.525222838666357e-07,-0.0002098842669511,1.7252074972931426
28,-0.0015662399005251,0.3063611914556668,0.0938571796301357,0.0,-1.4139451062545645,0,4,1868977.6348742263,15121888.322647486,228671506442622.4,158356.07,0.0100786731805203,-0.0001471481101402,0.0007433184269656,5.525222838666374e-07,-0.0002098842669511,1.7252074972931415
29,-0.0015662393038305,0.306361211021445,0.0938571916185263,0.0,-1.4139448259664356,0,4,1868977.6338814767,15121888.321032109,228671506393767.2,158356.07,0.0100786726049478,-0.0001471481121868,0.000743318418024,5.525222705737635e-07,-0.000209884281503,1.7252074296182944
30,-0.0015662392973841,0.3063612110202344,0.0938571916177845,0.0,-1.4139448260214942,0,4,1868977.6340564804,15121888.3208297,228671506387645.7,158356.07,0.0100786726141717,-0.0001471481121519,0.0007433184180812,5.525222706588657e-07,-0.000209884281503,1.7252074294574438
31,-0.0006127391549401,0.3025176812149495,0.0915169474476698,0.0,-1.147246967302875,0,4,1869168.1903481977,15121779.214310369,228668206606349.03,155132.21500000003,0.010075506685346,-0.0001475373512792,0.000741817332298,5.502929544978589e-07,-0.0002099413250107,1.7102168050099325
32,-0.0006127391530931,0.3025176811287984,0.0915169473955453,0.0,-1.1472469680681825,0,4,1869168.1904590847,15121779.21438697,228668206608665.8,155132.21500000003,0.0100755066327157,-0.000147537351279,0.0007418173322981,5.502929544979462e-07,-0.0002099413250107,1.7102168050084667
33,-0.0006250194886304,0.3027882565459891,0.0916807283021597,0.0,-1.1527344760481408,0,4,1869167.807981096,15121778.919699784,228668197696276.72,155097.125,0.0100752847602266,-0.0001475392804946,0.0007418139601761,5.502879515121993e-07,-0.0002099413395626,1.7102360183809966
34,-0.0006250195117019,0.30278825655687,0.0916807283087489,0.0,-1.152734477429787,0,4,1869167.8092993384,15121778.91862494,228668197663769.7,155097.125,0.0100752846856735,-0.0001475392804908,0.0007418139601778,5.502879515147356e-07,-0.0002099413395626,1.710236018356729
35,-0.0015763009345262,0.3057079091506146,0.0934573257172404,0.0,-1.4081750418165446,0,4,1869034.182463024,15121633.907253169,228663812024988.75,154844.28999999998,0.0099969009798403,-0.0001496649501487,0.0007436826101745,5.530638246759976e-07,-0.0002121944417012,1.713939427194613
36,-0.0015763009252373,0.3057079091538688,0.0934573257192301,0.0,-1.4081750418436871,0,4,1869034.18205474,15121633.90764128,228663812036726.5,154844.28999999998,0.0099969009873117,-0.0001496649501487,0.0007436826101745,5.530638246759971e-07,-0.0002121944417012,1.7139394271946145
37,-0.0015761697796788,0.3069974619509124,0.0942474416443018,0.0,-1.4157045465727074,0,4,1868964.199924068,15122465.27718894,228688956059785.2,153994.19,0.0101193297905625,-0.0001483619116176,0.0007434533820109,5.527229312235578e-07,-0.0002107970067299,1.7195227309413146
38,-0.0015761697842593,0.3069974619519983,0.0942474416449686,0.0,-1.4157045465537563,0,4,1868964.199995217,15122465.277194535,228688956059954.44,153994.19,0.0101193297696735,-0.00014836191162,0.0007434533820101,5.52722931222377e-07,-0.0002107970067299,1.719522730955694
39,-0.0002482195244232,0.3480920457039857,0.1211680722823856,0.0,-0.9825207439326916,0,4,1869481.849303316,15121544.949763369,228661121667714.03,177694.14,0.0100183671847241,-0.0001453139586371,0.0007481271076391,5.596941691845228e-07,-0.0002107933541992,1.6667986963541774
40,-0.0002482195427643,0.3480920457490756,0.1211680723137765,0.0,-0.9825207444152916,0,4,1869481.8481894613,15121544.950728796,228661121696911.6,177694.14,0.0100183672242996,-0.000145313958672,0.0007481271075563,5.596941690605771e-07,-0.0002107933541992,1.6667986962593797
41,-0.0015972979184918,0.3065416067044588,0.093967756640951,0.0,-1.40991946004321,0,4,1869306.7244759144,15126931.57517932,228824058880157.1,153879.47,0.0097466109073621,-0.0001512691985582,0.0007441933013522,5.538236697775138e-07,-0.0002129238127963,1.70071832288427
42,-0.0015972979208585,0.3065416067182169,0.0939677566493859,0.0,-1.4099194595951958,0,4,1869306.7243084568,15126931.575231548,228824058881737.2,153879.47,0.0097466109434072,-0.0001512691985669,0.000744193301346,5.538236697683218e-07,-0.0002129238127963,1.700718322944065
43,-0.0013535883226537,0.3240546251318157,0.1050114000693216,0.0,-1.229379776059164,0,4,1870149.6291068008,15121583.284068337,228662281017014.9,167398.85,0.0105091640826351,-0.0002332654129031,0.0007529072975818,5.668693987520693e-07,-0.0002309129049535,-0.2241693996657656
44,-0.0013535882785663,0.3240546251656035,0.1050114000912197,0.0,-1.2293797715493102,0,4,1870149.6288153664,15121583.284207478,228662281021223.0,167398.85,0.0105091641380768,-0.0002332654129037,0.0007529072975817,5.668693987517836e-07,-0.0002309129049535,-0.2241693996640238
45,-0.001583791957874,0.3067757505791661,0.0941113611434107,0.0,-1.411059793129501,0,4,1868955.324106196,15155901.526313718,229701351075318.5,152206.305,0.0072713951282642,-0.0001508179313772,0.0007445500747212,5.543548137674178e-07,-0.0002121603611158,1.6978123860526853
46,-0.0015837919586961,0.3067757505780063,0.0941113611426991,0.0,-1.4110597931290307,0,4,1868955.3244653377,15155901.525908845,229701351063046.03,152206.305,0.0072713951351345,-0.0001508179313772,0.0007445500747212,5.543548137674171e-07,-0.0002121603611158,1.697812386052686
47,-0.0015720097106433,0.3069533190759359,0.0942203400917333,0.0,-1.4116716221721164,0,4,1867328.219101847,15188658.958725045,230695360964458.47,153440.975,0.0071206339074119,-0.0001506227085668,0.0007454212427607,5.556528291589458e-07,-0.0002112432121066,1.6932479721003608
48,-0.001572009736321,0.3069533191218502,0.0942203401199204,0.0,-1.4116716221883232,0,4,1867328.219158086,15188658.9587897,230695360966422.56,153440.975,0.0071206338869879,-0.0001506227085668,0.0007454212427607,5.556528291589351e-07,-0.0002112432121066,1.6932479721005422
49,-0.0015720577557283,0.3069550693325245,0.0942214145889349,0.0,-1.411654585305417,0,4,1867330.723055725,15188660.228792887,230695399545714.88,153648.64,0.0071302392247542,-0.000150623416699,0.0007454200239052,5.556510120389436e-07,-0.0002112733345711,1.6932441628754769
50,-0.0015720577480114,0.3069550693274211,0.0942214145858019,0.0,-1.4116545854069258,0,4,1867330.722579348,15188660.229140649,230695399556278.8,153648.64,0.0071302392681627,-0.000150623416699,0.0007454200239052,5.556510120389452e-07,-0.0002112733345711,1.6932441628754704
51,-0.0015825148595067,0.3058176521721457,0.0935244363800835,0.0,-1.4070517581405448,0,4,1868949.1713596613,15155872.061407829,229700457941762.4,152844.435,0.0072661175314168,-0.000150813966643,0.0007445709518221,5.543859022972988e-07,-0.0002122116711689,1.6977544211769229
52,-0.0015825147958792,0.3058176520371256,0.0935244362975004,0.0,-1.4070517481653178,0,4,1868949.1711460005,15155872.061690014,229700457950315.9,152844.435,0.0072661175136076,-0.000150813966643,0.0007445709518221,5.543859022972962e-07,-0.0002122116711689,1.6977544211769544
53,-0.0015984991427438,0.306579428271141,0.0939909458390596,0.0,-1.4092786619411954,0,4,1869292.885876898,15126837.087610278,228821200275101.75,152802.72,0.0097103711076804,-0.000151297499716,0.0007441828493135,5.538081132124336e-07,-0.0002126665785908,1.7005466639096458
54,-0.0015984991557489,0.3065794282818969,0.0939909458456547,0.0,-1.409278661813172,0,4,1869292.8857489028,15126837.087771574,228821200279981.6,152802.72,0.0097103710991308,-0.000151297499716,0.0007441828493135,5.538081132124316e-07,-0.0002126665785908,1.7005466639096518
55,-0.0013551367435764,0.3240171395596889,0.1049871067284429,0.0,-1.230487735466126,0,4,1870149.758332091,15121583.330819502,228662282430918.25,167447.65,0.0105091562716179,-0.0002332664406633,0.0007529341768963,5.669098747386023e-07,-0.0002308967086719,-0.2242478928158681
56,-0.0013551367481932,0.3240171395221555,0.10498710670412,0.0,-1.2304877369977998,0,4,1870149.7581645104,15121583.330918666,228662282433917.25,167447.65,0.0105091563166019,-0.0002332664407332,0.0007529341765766,5.669098742572102e-07,-0.0002308967086719,-0.2242478986536187
57,-0.0002462017046258,0.3481194790290757,0.121187171679475,0.0,-0.9822114465642274,0,4,1869482.041320633,15121544.725092562,228661114872974.7,177292.125,0.0100183825678462,-0.0001453157992401,0.0007481177077544,5.596801046557544e-07,-0.0002107754262397,1.6666794869003798
58,-0.0002462016606252,0.3481194789924814,0.1211871716539967,0.0,-0.982211445674995,0,4,1869482.040675663,15121544.72534402,228661114880579.6,177292.125,0.0100183827070138,-0.0001453157992359,0.0007481177077564,5.596801046587708e-07,-0.0002107754262397,1.6666794868737516
59,-0.0015752608236743,0.3060839613193272,0.0936873913769314,0.0,-1.4112041215408266,0,4,1868949.6753769056,15122435.92343569,228688068258418.25,153263.54499999998,0.0101106770184783,-0.0001483636602871,0.0007434729678779,5.527520539652401e-07,-0.0002110173518303,1.719457374953738
60,-0.0015752608672368,0.3060839614388839,0.0936873914501202,0.0,-1.4112041232303716,0,4,1868949.6755681664,15122435.923137913,228688068249412.0,153263.54499999998,0.01011067702274,-0.0001483636602844,0.0007434729678788,5.527520539665868e-07,-0.0002110173518303,1.7194573749376814
61,-0.0015760284693846,0.3056971979461874,0.0934507768321505,0.0,-1.4082728410695604,0,4,1869035.618987955,15121638.0870518,228663938435775.6,155026.58500000002,0.0099975086079043,-0.0001496657221179,0.0007436797652042,5.530595931742287e-07,-0.0002123337471857,1.713938482221922
